site,date,start_hour,value,variable,units,quality,prelim,name 
2373,2020-02-17,12,0.0107,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,13,0.0040,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,14,0.0047,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,15,0.0054,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,16,0.0077,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,17,0.0087,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,18,0.0125,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,19,0.0139,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,20,0.0142,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,21,0.0164,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,22,0.0222,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-17,23,0.0267,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,0,0.0303,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,1,0.0256,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,2,0.0241,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,4,0.0281,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,5,0.0244,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,6,0.0359,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,7,0.0413,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,8,0.0313,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,9,0.0265,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,10,0.0106,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,11,0.0126,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,12,0.0131,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,13,0.0080,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,14,0.0121,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,15,0.0100,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,16,0.0085,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,17,0.0115,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,18,0.0132,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,19,0.0124,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,20,0.0093,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,21,0.0084,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,22,0.0052,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-18,23,0.0049,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,0,0.0079,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,1,0.0051,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,2,0.0048,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,4,0.0137,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,5,0.0146,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,6,0.0198,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,7,0.0311,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,8,0.0158,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,9,0.0163,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,10,0.0133,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,11,0.0133,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,12,0.0147,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,13,0.0204,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,14,0.0194,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,15,0.0136,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,16,0.0094,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,17,0.0139,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,18,0.0158,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,19,0.0148,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,20,0.0170,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,21,0.0125,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,22,0.0113,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-19,23,0.0213,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,0,0.0253,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,1,0.0248,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,2,0.0238,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,4,0.0301,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,5,0.0285,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,6,0.0311,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,7,0.0323,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,8,0.0326,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,9,0.0254,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,10,0.0216,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,11,0.0128,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,12,0.0162,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,13,0.0123,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,14,0.0082,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,15,0.0115,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,16,0.0127,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,17,0.0182,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,18,0.0289,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,19,0.0304,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,20,0.0277,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,21,0.0298,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,22,0.0368,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-20,23,0.0376,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,0,0.0214,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,1,0.0220,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,4,0.0200,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,5,0.0160,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,6,0.0344,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,7,0.0337,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,8,0.0259,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,9,0.0198,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,10,0.0156,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,11,0.0111,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,12,0.0114,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,13,0.0118,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,14,0.0117,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,15,0.0110,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,16,0.0169,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,17,0.0174,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,18,0.0224,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,19,0.0257,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,20,0.0198,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,21,0.0248,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,22,0.0202,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-21,23,0.0226,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,0,0.0251,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,1,0.0223,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,2,0.0200,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,4,0.0114,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,5,0.0157,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,6,0.0140,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,7,0.0087,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,8,0.0059,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,9,0.0029,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,10,0.0025,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,11,0.0022,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,12,0.0026,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,13,0.0024,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,14,0.0023,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,15,0.0033,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,16,0.0031,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,17,0.0021,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,18,0.0036,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,19,0.0033,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,20,0.0031,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,21,0.0035,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,22,0.0023,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-22,23,0.0024,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,0,0.0025,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,1,0.0009,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,2,0.0016,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,4,0.0021,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,5,0.0028,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,6,0.0020,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,7,0.0021,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,8,0.0022,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,9,0.0017,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,10,0.0020,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,11,0.0020,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,12,0.0020,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,13,0.0019,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,14,0.0024,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,15,0.0021,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,16,0.0030,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,17,0.0048,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,18,0.0088,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,19,0.0074,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,20,0.0121,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,21,0.0122,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,22,0.0141,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-23,23,0.0216,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,0,0.0218,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,1,0.0186,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,2,0.0135,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,4,0.0239,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,5,0.0251,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,6,0.0266,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,7,0.0277,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,8,0.0193,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,9,0.0163,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,10,0.0101,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,11,0.0135,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,12,0.0121,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,13,0.0059,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,14,0.0052,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,15,0.0049,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,16,0.0060,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,17,0.0091,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,18,0.0101,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,19,0.0102,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,20,0.0125,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,21,0.0203,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,22,0.0282,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-24,23,0.0350,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,0,0.0320,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,1,0.0314,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,2,0.0309,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,4,0.0315,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,5,0.0277,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,6,0.0279,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,7,0.0297,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,8,0.0360,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,9,0.0255,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,10,0.0146,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,11,0.0087,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,12,0.0133,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,13,0.0084,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,14,0.0088,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,15,0.0110,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,16,0.0093,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,17,0.0131,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,18,0.0245,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,19,0.0282,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,20,0.0340,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,21,0.0331,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,22,0.0325,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-25,23,0.0325,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,0,0.0318,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,1,0.0325,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,2,0.0325,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,4,0.0265,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,5,0.0281,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,6,0.0358,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,7,0.0309,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,8,0.0281,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,9,0.0231,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,10,0.0163,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,11,0.0170,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,12,0.0135,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,13,0.0140,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,14,0.0110,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,15,0.0126,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,16,0.0159,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,17,0.0132,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,18,0.0166,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,19,0.0167,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,20,0.0154,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,21,0.0222,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,22,0.0292,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-26,23,0.0272,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,0,0.0277,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,1,0.0315,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,2,0.0308,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,4,0.0337,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,5,0.0339,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,6,0.0353,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,7,0.0389,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,8,0.0317,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,9,0.0223,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,10,0.0248,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,11,0.0261,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,12,0.0219,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,13,0.0144,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,14,0.0108,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,15,0.0095,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,16,0.0125,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,17,0.0220,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,18,0.0272,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,19,0.0300,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,20,0.0366,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,21,0.0392,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,22,0.0388,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-27,23,0.0323,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,0,0.0381,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,1,0.0374,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,4,0.0354,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,5,0.0364,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,6,0.0364,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,7,0.0409,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,8,0.0398,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,9,0.0304,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,10,0.0279,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,11,0.0235,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,12,0.0156,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,13,0.0114,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,14,0.0115,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,15,0.0102,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,16,0.0061,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,17,0.0066,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-28,18,0.0060,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
