site,date,start_hour,value,variable,units,quality,prelim,name 
2373,2020-01-23,23,0.0276,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,0,0.0198,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,1,0.0100,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,4,0.0212,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,5,0.0218,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,6,0.0232,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,7,0.0238,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,8,0.0199,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,9,0.0210,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,10,0.0156,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,11,0.0107,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,12,0.0094,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,13,0.0105,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,14,0.0090,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,15,0.0067,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,16,0.0098,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,17,0.0111,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,18,0.0090,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,19,0.0078,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,20,0.0089,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,21,0.0097,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,22,0.0092,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-24,23,0.0066,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,0,0.0070,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,1,0.0061,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,2,0.0076,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,4,0.0126,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,5,0.0099,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,6,0.0069,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,7,0.0071,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,8,0.0116,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,9,0.0159,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,10,0.0098,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,11,0.0084,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,12,0.0110,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,13,0.0091,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,14,0.0101,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,15,0.0144,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,16,0.0100,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,17,0.0054,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,18,0.0040,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,19,0.0040,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,20,0.0039,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,21,0.0028,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,22,0.0030,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-25,23,0.0028,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,0,0.0188,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,1,0.0117,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,2,0.0025,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,4,0.0016,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,5,0.0013,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,6,0.0020,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,7,0.0031,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,8,0.0036,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,9,0.0038,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,10,0.0024,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,11,0.0023,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,12,0.0018,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,13,0.0016,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,14,0.0018,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,15,0.0021,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,16,0.0033,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,17,0.0041,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,18,0.0055,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,19,0.0039,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,20,0.0046,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,21,0.0044,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,22,0.0047,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-26,23,0.0067,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,0,0.0116,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,1,0.0132,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,2,0.0115,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,4,0.0137,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,5,0.0158,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,6,0.0291,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,7,0.0187,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,8,0.0139,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,10,0.0211,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,11,0.0056,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,12,0.0065,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,13,0.0049,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,14,0.0049,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,15,0.0058,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,16,0.0061,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,17,0.0061,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,18,0.0059,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,19,0.0080,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,20,0.0088,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,21,0.0077,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,22,0.0069,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-27,23,0.0061,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,0,0.0073,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,1,0.0051,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,2,0.0042,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,4,0.0092,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,5,0.0177,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,6,0.0205,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,7,0.0189,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,8,0.0167,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,9,0.0153,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,10,0.0195,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,11,0.0215,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,12,0.0066,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,13,0.0039,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,14,0.0043,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,15,0.0045,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,16,0.0047,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,17,0.0055,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,18,0.0068,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,19,0.0079,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,20,0.0077,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,21,0.0095,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,22,0.0081,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-28,23,0.0122,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,0,0.0178,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,1,0.0120,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,2,0.0146,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,4,0.0161,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,5,0.0256,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,6,0.0303,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,7,0.0324,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,8,0.0312,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,9,0.0280,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,10,0.0164,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,11,0.0142,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,12,0.0151,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,13,0.0093,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,14,0.0055,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,15,0.0063,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,16,0.0086,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,17,0.0089,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,18,0.0092,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,19,0.0107,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,20,0.0108,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,21,0.0121,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,22,0.0096,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-29,23,0.0167,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,0,0.0246,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,1,0.0131,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,2,0.0215,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,4,0.0213,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,5,0.0236,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,6,0.0203,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,7,0.0088,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,8,0.0097,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,9,0.0194,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,10,0.0137,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,11,0.0103,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,12,0.0086,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,13,0.0072,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,14,0.0093,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,15,0.0113,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,16,0.0095,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,17,0.0074,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,18,0.0125,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,19,0.0126,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,20,0.0145,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,21,0.0134,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,22,0.0205,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-30,23,0.0230,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,0,0.0246,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,1,0.0234,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,4,0.0188,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,5,0.0184,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,6,0.0194,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,7,0.0219,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,8,0.0225,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,9,0.0215,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,10,0.0201,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,11,0.0223,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,12,0.0206,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,13,0.0129,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,14,0.0101,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,15,0.0118,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,16,0.0136,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,17,0.0211,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,18,0.0249,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,19,0.0318,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,20,0.0287,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,21,0.0316,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,22,0.0311,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-01-31,23,0.0280,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,0,0.0214,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,1,0.0163,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,2,0.0160,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,4,0.0148,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,5,0.0191,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,6,0.0220,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,7,0.0248,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,8,0.0200,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,9,0.0161,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,10,0.0183,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,11,0.0149,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,12,0.0148,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,13,0.0114,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,14,0.0106,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,15,0.0105,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,16,0.0096,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,17,0.0070,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,18,0.0112,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,19,0.0097,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,20,0.0089,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,21,0.0124,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,22,0.0088,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-01,23,0.0052,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,0,0.0066,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,1,0.0155,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,2,0.0173,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,4,0.0037,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,5,0.0100,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,6,0.0041,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,7,0.0044,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,8,0.0031,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,9,0.0025,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,10,0.0022,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,11,0.0025,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,12,0.0020,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,13,0.0018,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,14,0.0019,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,15,0.0021,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,16,0.0020,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,17,0.0024,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,18,0.0020,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,19,0.0025,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,20,0.0041,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,21,0.0033,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,22,0.0036,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-02,23,0.0035,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,0,0.0032,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,1,0.0031,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,2,0.0033,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,4,0.0079,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,5,0.0077,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,6,0.0076,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,7,0.0101,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,8,0.0089,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,9,0.0081,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,10,0.0061,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,11,0.0060,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,12,0.0051,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,13,0.0050,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,14,0.0037,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,15,0.0041,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,16,0.0052,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,17,0.0076,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,18,0.0103,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,19,0.0103,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,20,0.0070,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,21,0.0056,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,22,0.0045,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-03,23,0.0035,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-04,0,0.0037,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-04,1,0.0030,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-04,2,0.0043,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-04,4,0.0073,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-04,5,0.0078,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-04,6,0.0108,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
2373,2020-02-04,7,0.0123,NO2,Parts Per Million ( ppm ),0,y,San Francisco-Arkansas Street 
