,name,date,OZONE,Pre-Shelter in place mean,Post-Shelter in place mean
139,Napa-Valley College,2020-02-24,0.017030434782608697,0.026242419703663568,
140,Redwood City,2020-02-25,0.016582608695652173,0.026242419703663568,
141,Gilroy-9th Street,2020-02-25,0.02078695652173913,0.026242419703663568,
142,San Francisco-Arkansas Street,2020-02-25,0.01543913043478261,0.026242419703663568,
143,Vallejo-304 Tuolumne Street,2020-02-25,0.015480952380952378,0.026242419703663568,
144,San Rafael,2020-02-25,0.0167304347826087,0.026242419703663568,
145,Concord-2956-A Treat Blvd,2020-02-25,0.020273913043478257,0.026242419703663568,
146,Oakland-9925 International Blvd,2020-02-25,0.017430434782608698,0.026242419703663568,
147,Livermore-793 Rincon Avenue,2020-02-25,0.02304545454545455,0.026242419703663568,
148,San Jose-Jackson Street,2020-02-25,0.017559090909090903,0.026242419703663568,
149,San Pablo-Rumrill Blvd,2020-02-25,0.018556521739130433,0.026242419703663568,
150,Oakland-West,2020-02-25,0.018230434782608697,0.026242419703663568,
151,Sebastopol-103 Morris Street            ,2020-02-25,0.019234782608695655,0.026242419703663568,
152,Berkeley-Aquatic Park                   ,2020-02-25,0.008321739130434783,0.026242419703663568,
153,Napa-Valley College,2020-02-25,0.0281909090909091,0.026242419703663568,
154,Redwood City,2020-02-26,0.016865217391304345,0.026242419703663568,
155,Gilroy-9th Street,2020-02-26,0.025991304347826084,0.026242419703663568,
156,San Francisco-Arkansas Street,2020-02-26,0.025160869565217393,0.026242419703663568,
157,Vallejo-304 Tuolumne Street,2020-02-26,0.021300000000000003,0.026242419703663568,
158,San Rafael,2020-02-26,0.026410526315789475,0.026242419703663568,
159,Concord-2956-A Treat Blvd,2020-02-26,0.025152173913043478,0.026242419703663568,
160,Oakland-9925 International Blvd,2020-02-26,0.01993913043478261,0.026242419703663568,
161,Livermore-793 Rincon Avenue,2020-02-26,0.02643181818181818,0.026242419703663568,
162,San Jose-Jackson Street,2020-02-26,0.022299999999999997,0.026242419703663568,
163,San Pablo-Rumrill Blvd,2020-02-26,0.021561538461538462,0.026242419703663568,
164,Oakland-West,2020-02-26,0.01847894736842105,0.026242419703663568,
165,Sebastopol-103 Morris Street            ,2020-02-26,0.02386086956521739,0.026242419703663568,
166,Berkeley-Aquatic Park                   ,2020-02-26,0.012054545454545455,0.026242419703663568,
167,Napa-Valley College,2020-02-26,0.028500000000000004,0.026242419703663568,
168,Redwood City,2020-02-27,0.022982608695652173,0.026242419703663568,
169,Gilroy-9th Street,2020-02-27,0.028013636363636366,0.026242419703663568,
170,San Francisco-Arkansas Street,2020-02-27,0.019934782608695654,0.026242419703663568,
171,Vallejo-304 Tuolumne Street,2020-02-27,0.019691304347826094,0.026242419703663568,
172,San Rafael,2020-02-27,0.0254695652173913,0.026242419703663568,
173,Concord-2956-A Treat Blvd,2020-02-27,0.026226086956521736,0.026242419703663568,
174,Oakland-9925 International Blvd,2020-02-27,0.023168421052631585,0.026242419703663568,
175,Livermore-793 Rincon Avenue,2020-02-27,0.024595652173913046,0.026242419703663568,
176,San Jose-Jackson Street,2020-02-27,0.021045454545454548,0.026242419703663568,
177,San Pablo-Rumrill Blvd,2020-02-27,0.0344,0.026242419703663568,
178,Oakland-West,2020-02-27,0.012060000000000001,0.026242419703663568,
179,Sebastopol-103 Morris Street            ,2020-02-27,0.023926086956521736,0.026242419703663568,
180,Berkeley-Aquatic Park                   ,2020-02-27,0.010675,0.026242419703663568,
181,Napa-Valley College,2020-02-27,0.027060869565217395,0.026242419703663568,
182,Redwood City,2020-02-28,0.02345909090909091,0.026242419703663568,
183,Gilroy-9th Street,2020-02-28,0.025423809523809533,0.026242419703663568,
184,San Francisco-Arkansas Street,2020-02-28,0.022918181818181817,0.026242419703663568,
185,Vallejo-304 Tuolumne Street,2020-02-28,0.027200000000000002,0.026242419703663568,
186,San Rafael,2020-02-28,0.025804545454545455,0.026242419703663568,
187,Concord-2956-A Treat Blvd,2020-02-28,0.032313043478260875,0.026242419703663568,
188,Oakland-9925 International Blvd,2020-02-28,0.02582142857142857,0.026242419703663568,
189,Livermore-793 Rincon Avenue,2020-02-28,0.029604347826086962,0.026242419703663568,
190,San Jose-Jackson Street,2020-02-28,0.02452727272727273,0.026242419703663568,
191,San Pablo-Rumrill Blvd,2020-02-28,0.029300000000000003,0.026242419703663568,
192,Oakland-West,2020-02-28,0.01904090909090909,0.026242419703663568,
193,Sebastopol-103 Morris Street            ,2020-02-28,0.022713043478260864,0.026242419703663568,
194,Berkeley-Aquatic Park                   ,2020-02-28,0.015191304347826088,0.026242419703663568,
195,Napa-Valley College,2020-02-28,0.032604347826086955,0.026242419703663568,
196,Redwood City,2020-02-29,0.03712105263157896,0.026242419703663568,
197,Gilroy-9th Street,2020-02-29,0.03137142857142857,0.026242419703663568,
198,San Francisco-Arkansas Street,2020-02-29,0.040689473684210525,0.026242419703663568,
199,Vallejo-304 Tuolumne Street,2020-02-29,0.037073684210526314,0.026242419703663568,
200,San Rafael,2020-02-29,0.03791052631578948,0.026242419703663568,
201,Concord-2956-A Treat Blvd,2020-02-29,0.035695652173913045,0.026242419703663568,
202,Oakland-9925 International Blvd,2020-02-29,0.03496842105263158,0.026242419703663568,
203,Livermore-793 Rincon Avenue,2020-02-29,0.03870526315789474,0.026242419703663568,
204,San Jose-Jackson Street,2020-02-29,0.03602631578947368,0.026242419703663568,
205,San Pablo-Rumrill Blvd,2020-02-29,0.035769565217391296,0.026242419703663568,
206,Oakland-West,2020-02-29,0.03495263157894737,0.026242419703663568,
207,Sebastopol-103 Morris Street            ,2020-02-29,0.025313043478260872,0.026242419703663568,
208,Berkeley-Aquatic Park                   ,2020-02-29,0.031243478260869567,0.026242419703663568,
209,Napa-Valley College,2020-02-29,0.029595652173913044,0.026242419703663568,
210,Redwood City,2020-03-01,0.03660869565217391,0.026242419703663568,
211,Gilroy-9th Street,2020-03-01,0.02619565217391304,0.026242419703663568,
