,name,date,NO2,Pre-Shelter in place mean,Post-Shelter in place mean
335,Pleasanton-Owens Ct                     ,2020-02-21,0.021613043478260874,0.011839483989298653,
336,Redwood City,2020-02-22,0.011034782608695656,0.011839483989298653,
337,San Francisco-Arkansas Street,2020-02-22,0.0071608695652173905,0.011839483989298653,
338,Vallejo-304 Tuolumne Street,2020-02-22,0.010465217391304347,0.011839483989298653,
339,San Rafael,2020-02-22,0.009656521739130435,0.011839483989298653,
340,Concord-2956-A Treat Blvd,2020-02-22,0.007104347826086957,0.011839483989298653,
341,Oakland-9925 International Blvd,2020-02-22,0.010478260869565215,0.011839483989298653,
342,Livermore-793 Rincon Avenue,2020-02-22,0.009239130434782606,0.011839483989298653,
343,San Jose-Jackson Street,2020-02-22,0.010709090909090911,0.011839483989298653,
344,San Pablo-Rumrill Blvd,2020-02-22,0.008178260869565216,0.011839483989298653,
345,Oakland-West,2020-02-22,0.00844090909090909,0.011839483989298653,
346,Oakland-Laney College                   ,2020-02-22,0.012130434782608697,0.011839483989298653,
347,Sebastopol-103 Morris Street            ,2020-02-22,0.005360869565217392,0.011839483989298653,
348,San Jose-Knox Avenue                    ,2020-02-22,0.014639130434782611,0.011839483989298653,
349,Berkeley-Aquatic Park                   ,2020-02-22,0.012586956521739127,0.011839483989298653,
350,Napa-Valley College,2020-02-22,0.005791304347826087,0.011839483989298653,
351,Pleasanton-Owens Ct                     ,2020-02-22,0.012643478260869565,0.011839483989298653,
352,Redwood City,2020-02-23,0.003834782608695652,0.011839483989298653,
353,San Francisco-Arkansas Street,2020-02-23,0.004969565217391305,0.011839483989298653,
354,Vallejo-304 Tuolumne Street,2020-02-23,0.003330434782608695,0.011839483989298653,
355,San Rafael,2020-02-23,0.002943478260869565,0.011839483989298653,
356,Concord-2956-A Treat Blvd,2020-02-23,0.0032130434782608698,0.011839483989298653,
357,Oakland-9925 International Blvd,2020-02-23,0.004182608695652174,0.011839483989298653,
358,Livermore-793 Rincon Avenue,2020-02-23,0.0036521739130434784,0.011839483989298653,
359,San Jose-Jackson Street,2020-02-23,0.00705,0.011839483989298653,
360,San Pablo-Rumrill Blvd,2020-02-23,0.005891304347826087,0.011839483989298653,
361,Oakland-West,2020-02-23,0.006578260869565218,0.011839483989298653,
362,Oakland-Laney College                   ,2020-02-23,0.009191304347826088,0.011839483989298653,
363,Sebastopol-103 Morris Street            ,2020-02-23,0.0041434782608695655,0.011839483989298653,
364,San Jose-Knox Avenue                    ,2020-02-23,0.010495652173913047,0.011839483989298653,
365,Berkeley-Aquatic Park                   ,2020-02-23,0.01023913043478261,0.011839483989298653,
366,Napa-Valley College,2020-02-23,0.0030565217391304344,0.011839483989298653,
367,Pleasanton-Owens Ct                     ,2020-02-23,0.004782608695652175,0.011839483989298653,
368,Redwood City,2020-02-24,0.013021739130434784,0.011839483989298653,
369,San Francisco-Arkansas Street,2020-02-24,0.016343478260869567,0.011839483989298653,
370,Vallejo-304 Tuolumne Street,2020-02-24,0.01097391304347826,0.011839483989298653,
371,San Rafael,2020-02-24,0.01202608695652174,0.011839483989298653,
372,Concord-2956-A Treat Blvd,2020-02-24,0.007430434782608697,0.011839483989298653,
373,Oakland-9925 International Blvd,2020-02-24,0.014186956521739132,0.011839483989298653,
374,Livermore-793 Rincon Avenue,2020-02-24,0.01368695652173913,0.011839483989298653,
375,San Jose-Jackson Street,2020-02-24,0.013931818181818186,0.011839483989298653,
376,San Pablo-Rumrill Blvd,2020-02-24,0.009060869565217391,0.011839483989298653,
377,Oakland-West,2020-02-24,0.016509090909090907,0.011839483989298653,
378,Oakland-Laney College                   ,2020-02-24,0.01969130434782609,0.011839483989298653,
379,Sebastopol-103 Morris Street            ,2020-02-24,0.005866666666666668,0.011839483989298653,
380,San Jose-Knox Avenue                    ,2020-02-24,0.018804347826086955,0.011839483989298653,
381,Berkeley-Aquatic Park                   ,2020-02-24,0.019439130434782605,0.011839483989298653,
382,Napa-Valley College,2020-02-24,0.008221739130434782,0.011839483989298653,
383,Pleasanton-Owens Ct                     ,2020-02-24,0.019426086956521735,0.011839483989298653,
384,Redwood City,2020-02-25,0.017478260869565217,0.011839483989298653,
385,San Francisco-Arkansas Street,2020-02-25,0.023678260869565215,0.011839483989298653,
386,Vallejo-304 Tuolumne Street,2020-02-25,0.018728571428571428,0.011839483989298653,
387,San Rafael,2020-02-25,0.017417391304347826,0.011839483989298653,
388,Concord-2956-A Treat Blvd,2020-02-25,0.010460869565217395,0.011839483989298653,
389,Oakland-9925 International Blvd,2020-02-25,0.01326521739130435,0.011839483989298653,
390,Livermore-793 Rincon Avenue,2020-02-25,0.01220952380952381,0.011839483989298653,
391,San Jose-Jackson Street,2020-02-25,0.018213636363636362,0.011839483989298653,
392,San Pablo-Rumrill Blvd,2020-02-25,0.013795652173913044,0.011839483989298653,
393,Oakland-West,2020-02-25,0.024213043478260872,0.011839483989298653,
394,Oakland-Laney College                   ,2020-02-25,0.02728260869565217,0.011839483989298653,
395,Sebastopol-103 Morris Street            ,2020-02-25,0.0067217391304347845,0.011839483989298653,
396,San Jose-Knox Avenue                    ,2020-02-25,0.022434782608695657,0.011839483989298653,
397,Berkeley-Aquatic Park                   ,2020-02-25,0.026682608695652178,0.011839483989298653,
398,Napa-Valley College,2020-02-25,0.008204545454545454,0.011839483989298653,
399,Pleasanton-Owens Ct                     ,2020-02-25,0.022660869565217387,0.011839483989298653,
400,Redwood City,2020-02-26,0.019269565217391305,0.011839483989298653,
401,San Francisco-Arkansas Street,2020-02-26,0.022178260869565217,0.011839483989298653,
402,Vallejo-304 Tuolumne Street,2020-02-26,0.019669565217391303,0.011839483989298653,
403,San Rafael,2020-02-26,0.01535263157894737,0.011839483989298653,
404,Concord-2956-A Treat Blvd,2020-02-26,0.010708695652173911,0.011839483989298653,
405,Oakland-9925 International Blvd,2020-02-26,0.019326086956521743,0.011839483989298653,
406,Livermore-793 Rincon Avenue,2020-02-26,0.016168181818181818,0.011839483989298653,
407,San Jose-Jackson Street,2020-02-26,0.020614999999999998,0.011839483989298653,
408,San Pablo-Rumrill Blvd,2020-02-26,0.014982608695652174,0.011839483989298653,
409,Oakland-West,2020-02-26,0.02511052631578948,0.011839483989298653,
410,Oakland-Laney College                   ,2020-02-26,0.027521739130434784,0.011839483989298653,
411,Sebastopol-103 Morris Street            ,2020-02-26,0.00678695652173913,0.011839483989298653,
412,San Jose-Knox Avenue                    ,2020-02-26,0.026404347826086954,0.011839483989298653,
413,Berkeley-Aquatic Park                   ,2020-02-26,0.027852173913043475,0.011839483989298653,
414,Napa-Valley College,2020-02-26,0.010134782608695651,0.011839483989298653,
415,Pleasanton-Owens Ct                     ,2020-02-26,0.024265217391304345,0.011839483989298653,
416,Redwood City,2020-02-27,0.020065217391304346,0.011839483989298653,
417,San Francisco-Arkansas Street,2020-02-27,0.02747391304347826,0.011839483989298653,
418,Vallejo-304 Tuolumne Street,2020-02-27,0.017917391304347826,0.011839483989298653,
419,San Rafael,2020-02-27,0.015517391304347827,0.011839483989298653,
420,Concord-2956-A Treat Blvd,2020-02-27,0.009099999999999999,0.011839483989298653,
421,Oakland-9925 International Blvd,2020-02-27,0.017015789473684206,0.011839483989298653,
422,Livermore-793 Rincon Avenue,2020-02-27,0.018343478260869562,0.011839483989298653,
423,San Jose-Jackson Street,2020-02-27,0.027059090909090908,0.011839483989298653,
424,San Pablo-Rumrill Blvd,2020-02-27,0.012591304347826085,0.011839483989298653,
425,Oakland-West,2020-02-27,0.026490000000000003,0.011839483989298653,
426,Oakland-Laney College                   ,2020-02-27,0.03310909090909091,0.011839483989298653,
427,Sebastopol-103 Morris Street            ,2020-02-27,0.006860869565217392,0.011839483989298653,
428,San Jose-Knox Avenue                    ,2020-02-27,0.030273913043478262,0.011839483989298653,
429,Berkeley-Aquatic Park                   ,2020-02-27,0.029560000000000003,0.011839483989298653,
430,Napa-Valley College,2020-02-27,0.009734782608695652,0.011839483989298653,
431,Pleasanton-Owens Ct                     ,2020-02-27,0.02088695652173913,0.011839483989298653,
432,Redwood City,2020-02-28,0.016177272727272724,0.011839483989298653,
433,San Francisco-Arkansas Street,2020-02-28,0.01967727272727273,0.011839483989298653,
434,Vallejo-304 Tuolumne Street,2020-02-28,0.012922727272727273,0.011839483989298653,
435,San Rafael,2020-02-28,0.014995454545454546,0.011839483989298653,
436,Concord-2956-A Treat Blvd,2020-02-28,0.008969565217391305,0.011839483989298653,
437,Oakland-9925 International Blvd,2020-02-28,0.010450000000000001,0.011839483989298653,
438,Livermore-793 Rincon Avenue,2020-02-28,0.01610434782608696,0.011839483989298653,
439,San Jose-Jackson Street,2020-02-28,0.020136363636363633,0.011839483989298653,
440,San Pablo-Rumrill Blvd,2020-02-28,0.013238095238095235,0.011839483989298653,
441,Oakland-West,2020-02-28,0.0181,0.011839483989298653,
442,Oakland-Laney College                   ,2020-02-28,0.022408695652173908,0.011839483989298653,
443,Sebastopol-103 Morris Street            ,2020-02-28,0.005134782608695653,0.011839483989298653,
444,San Jose-Knox Avenue                    ,2020-02-28,0.026339130434782605,0.011839483989298653,
445,Berkeley-Aquatic Park                   ,2020-02-28,0.021047826086956524,0.011839483989298653,
446,Napa-Valley College,2020-02-28,0.0075608695652173916,0.011839483989298653,
447,Pleasanton-Owens Ct                     ,2020-02-28,0.022208695652173916,0.011839483989298653,
448,Redwood City,2020-02-29,0.003378947368421052,0.011839483989298653,
449,San Francisco-Arkansas Street,2020-02-29,0.002578947368421052,0.011839483989298653,
450,Vallejo-304 Tuolumne Street,2020-02-29,0.0019315789473684205,0.011839483989298653,
451,San Rafael,2020-02-29,0.002773684210526316,0.011839483989298653,
452,Concord-2956-A Treat Blvd,2020-02-29,0.0027565217391304353,0.011839483989298653,
453,Oakland-9925 International Blvd,2020-02-29,0.004057894736842105,0.011839483989298653,
454,Livermore-793 Rincon Avenue,2020-02-29,0.001921052631578948,0.011839483989298653,
455,San Jose-Jackson Street,2020-02-29,0.004410526315789473,0.011839483989298653,
456,San Pablo-Rumrill Blvd,2020-02-29,0.0036478260869565213,0.011839483989298653,
457,Oakland-West,2020-02-29,0.006063157894736843,0.011839483989298653,
458,Oakland-Laney College                   ,2020-02-29,0.01064,0.011839483989298653,
459,Sebastopol-103 Morris Street            ,2020-02-29,0.0033000000000000004,0.011839483989298653,
460,San Jose-Knox Avenue                    ,2020-02-29,0.010295,0.011839483989298653,
461,Berkeley-Aquatic Park                   ,2020-02-29,0.00877391304347826,0.011839483989298653,
462,Napa-Valley College,2020-02-29,0.0028086956521739125,0.011839483989298653,
463,Pleasanton-Owens Ct                     ,2020-02-29,0.004591304347826086,0.011839483989298653,
464,Redwood City,2020-03-01,0.0033782608695652177,0.011839483989298653,
465,San Francisco-Arkansas Street,2020-03-01,0.006026086956521739,0.011839483989298653,
466,Vallejo-304 Tuolumne Street,2020-03-01,0.0032521739130434778,0.011839483989298653,
467,San Rafael,2020-03-01,0.004047826086956523,0.011839483989298653,
468,Concord-2956-A Treat Blvd,2020-03-01,0.0030565217391304335,0.011839483989298653,
469,Oakland-9925 International Blvd,2020-03-01,0.005299999999999999,0.011839483989298653,
470,Livermore-793 Rincon Avenue,2020-03-01,0.0019913043478260867,0.011839483989298653,
471,San Jose-Jackson Street,2020-03-01,0.005959090909090909,0.011839483989298653,
472,San Pablo-Rumrill Blvd,2020-03-01,0.0035782608695652173,0.011839483989298653,
473,Oakland-West,2020-03-01,0.005834782608695653,0.011839483989298653,
474,Oakland-Laney College                   ,2020-03-01,0.0064565217391304355,0.011839483989298653,
475,Sebastopol-103 Morris Street            ,2020-03-01,0.0025347826086956522,0.011839483989298653,
476,San Jose-Knox Avenue                    ,2020-03-01,0.009121739130434781,0.011839483989298653,
477,Berkeley-Aquatic Park                   ,2020-03-01,0.006895652173913043,0.011839483989298653,
478,Napa-Valley College,2020-03-01,0.00238695652173913,0.011839483989298653,
479,Pleasanton-Owens Ct                     ,2020-03-01,0.006043478260869564,0.011839483989298653,
480,Redwood City,2020-03-02,0.007389999999999999,0.011839483989298653,
481,San Francisco-Arkansas Street,2020-03-02,0.009252173913043477,0.011839483989298653,
482,Vallejo-304 Tuolumne Street,2020-03-02,0.005556521739130436,0.011839483989298653,
483,San Rafael,2020-03-02,0.006469565217391305,0.011839483989298653,
484,Concord-2956-A Treat Blvd,2020-03-02,0.007121739130434783,0.011839483989298653,
485,Oakland-9925 International Blvd,2020-03-02,0.0077428571428571425,0.011839483989298653,
486,Livermore-793 Rincon Avenue,2020-03-02,0.003373913043478261,0.011839483989298653,
487,San Jose-Jackson Street,2020-03-02,0.007295454545454547,0.011839483989298653,
488,San Pablo-Rumrill Blvd,2020-03-02,0.0032130434782608698,0.011839483989298653,
489,Oakland-West,2020-03-02,0.006656521739130435,0.011839483989298653,
490,Oakland-Laney College                   ,2020-03-02,0.00785909090909091,0.011839483989298653,
491,Sebastopol-103 Morris Street            ,2020-03-02,0.0030521739130434777,0.011839483989298653,
492,San Jose-Knox Avenue                    ,2020-03-02,0.012486956521739132,0.011839483989298653,
493,Berkeley-Aquatic Park                   ,2020-03-02,0.010527777777777778,0.011839483989298653,
494,Napa-Valley College,2020-03-02,0.004269565217391305,0.011839483989298653,
495,Pleasanton-Owens Ct                     ,2020-03-02,0.01274782608695652,0.011839483989298653,
496,Redwood City,2020-03-03,0.01485909090909091,0.011839483989298653,
497,San Francisco-Arkansas Street,2020-03-03,0.01788095238095238,0.011839483989298653,
498,Vallejo-304 Tuolumne Street,2020-03-03,0.012645454545454545,0.011839483989298653,
499,San Rafael,2020-03-03,0.014399999999999994,0.011839483989298653,
500,Concord-2956-A Treat Blvd,2020-03-03,0.00832608695652174,0.011839483989298653,
501,Oakland-9925 International Blvd,2020-03-03,0.01491818181818182,0.011839483989298653,
502,Livermore-793 Rincon Avenue,2020-03-03,0.010031818181818182,0.011839483989298653,
503,San Jose-Jackson Street,2020-03-03,0.018772727272727274,0.011839483989298653,
504,San Pablo-Rumrill Blvd,2020-03-03,0.008321739130434783,0.011839483989298653,
505,Oakland-West,2020-03-03,0.018699999999999998,0.011839483989298653,
506,Oakland-Laney College                   ,2020-03-03,0.02429130434782608,0.011839483989298653,
507,Sebastopol-103 Morris Street            ,2020-03-03,0.00508695652173913,0.011839483989298653,
508,San Jose-Knox Avenue                    ,2020-03-03,0.023547826086956526,0.011839483989298653,
509,Berkeley-Aquatic Park                   ,2020-03-03,0.018000000000000002,0.011839483989298653,
510,Napa-Valley College,2020-03-03,0.008845,0.011839483989298653,
511,Pleasanton-Owens Ct                     ,2020-03-03,0.019273913043478256,0.011839483989298653,
512,Redwood City,2020-03-04,0.013933333333333334,0.011839483989298653,
513,San Francisco-Arkansas Street,2020-03-04,0.015013043478260872,0.011839483989298653,
514,Vallejo-304 Tuolumne Street,2020-03-04,0.011308695652173913,0.011839483989298653,
515,San Rafael,2020-03-04,0.012356521739130434,0.011839483989298653,
516,Concord-2956-A Treat Blvd,2020-03-04,0.010030434782608694,0.011839483989298653,
517,Oakland-9925 International Blvd,2020-03-04,0.017543478260869567,0.011839483989298653,
518,Livermore-793 Rincon Avenue,2020-03-04,0.017086363636363636,0.011839483989298653,
519,San Jose-Jackson Street,2020-03-04,0.01875454545454545,0.011839483989298653,
520,San Pablo-Rumrill Blvd,2020-03-04,0.009295652173913043,0.011839483989298653,
521,Oakland-West,2020-03-04,0.016639130434782608,0.011839483989298653,
522,Oakland-Laney College                   ,2020-03-04,0.019978260869565216,0.011839483989298653,
523,Sebastopol-103 Morris Street            ,2020-03-04,0.0048434782608695656,0.011839483989298653,
524,San Jose-Knox Avenue                    ,2020-03-04,0.02124285714285714,0.011839483989298653,
525,Berkeley-Aquatic Park                   ,2020-03-04,0.014661111111111113,0.011839483989298653,
526,Napa-Valley College,2020-03-04,0.008199999999999999,0.011839483989298653,
527,Pleasanton-Owens Ct                     ,2020-03-04,0.019956521739130432,0.011839483989298653,
528,Redwood City,2020-03-05,0.007256521739130434,0.011839483989298653,
529,San Francisco-Arkansas Street,2020-03-05,0.006940909090909089,0.011839483989298653,
530,Vallejo-304 Tuolumne Street,2020-03-05,0.0033391304347826084,0.011839483989298653,
531,San Rafael,2020-03-05,0.008008695652173912,0.011839483989298653,
532,Concord-2956-A Treat Blvd,2020-03-05,0.0045782608695652165,0.011839483989298653,
533,Oakland-9925 International Blvd,2020-03-05,0.007695454545454547,0.011839483989298653,
534,Livermore-793 Rincon Avenue,2020-03-05,0.011431818181818184,0.011839483989298653,
535,San Jose-Jackson Street,2020-03-05,0.007459090909090909,0.011839483989298653,
536,San Pablo-Rumrill Blvd,2020-03-05,0.00528421052631579,0.011839483989298653,
537,Oakland-West,2020-03-05,0.008173913043478259,0.011839483989298653,
538,Oakland-Laney College                   ,2020-03-05,0.014026086956521742,0.011839483989298653,
539,Sebastopol-103 Morris Street            ,2020-03-05,0.0023173913043478254,0.011839483989298653,
540,San Jose-Knox Avenue                    ,2020-03-05,0.009625,0.011839483989298653,
541,Berkeley-Aquatic Park                   ,2020-03-05,0.012165217391304347,0.011839483989298653,
542,Napa-Valley College,2020-03-05,0.00291304347826087,0.011839483989298653,
543,Pleasanton-Owens Ct                     ,2020-03-05,0.01863913043478261,0.011839483989298653,
544,Redwood City,2020-03-06,0.002877272727272727,0.011839483989298653,
545,San Francisco-Arkansas Street,2020-03-06,0.004363636363636364,0.011839483989298653,
546,Vallejo-304 Tuolumne Street,2020-03-06,0.0026772727272727274,0.011839483989298653,
547,San Rafael,2020-03-06,0.005227272727272728,0.011839483989298653,
548,Concord-2956-A Treat Blvd,2020-03-06,0.0031391304347826083,0.011839483989298653,
549,Oakland-9925 International Blvd,2020-03-06,0.004278260869565218,0.011839483989298653,
550,Livermore-793 Rincon Avenue,2020-03-06,0.0028333333333333335,0.011839483989298653,
551,San Jose-Jackson Street,2020-03-06,0.005059090909090909,0.011839483989298653,
552,San Pablo-Rumrill Blvd,2020-03-06,0.004304347826086956,0.011839483989298653,
553,Oakland-West,2020-03-06,0.005313636363636364,0.011839483989298653,
554,Oakland-Laney College                   ,2020-03-06,0.009960869565217393,0.011839483989298653,
555,Sebastopol-103 Morris Street            ,2020-03-06,0.0021217391304347833,0.011839483989298653,
556,San Jose-Knox Avenue                    ,2020-03-06,0.010466666666666666,0.011839483989298653,
557,Berkeley-Aquatic Park                   ,2020-03-06,0.009758823529411766,0.011839483989298653,
558,Napa-Valley College,2020-03-06,0.0007869565217391302,0.011839483989298653,
559,Pleasanton-Owens Ct                     ,2020-03-06,0.008523809523809526,0.011839483989298653,
560,Redwood City,2020-03-07,0.003765217391304348,0.011839483989298653,
561,San Francisco-Arkansas Street,2020-03-07,0.003908695652173913,0.011839483989298653,
562,Vallejo-304 Tuolumne Street,2020-03-07,0.002943478260869565,0.011839483989298653,
563,San Rafael,2020-03-07,0.0055173913043478255,0.011839483989298653,
564,Concord-2956-A Treat Blvd,2020-03-07,0.0035260869565217393,0.011839483989298653,
565,Oakland-9925 International Blvd,2020-03-07,0.004765217391304348,0.011839483989298653,
566,Livermore-793 Rincon Avenue,2020-03-07,0.0020782608695652178,0.011839483989298653,
567,San Jose-Jackson Street,2020-03-07,0.004695454545454547,0.011839483989298653,
568,San Pablo-Rumrill Blvd,2020-03-07,0.005760869565217391,0.011839483989298653,
569,Oakland-West,2020-03-07,0.005278260869565217,0.011839483989298653,
570,Oakland-Laney College                   ,2020-03-07,0.00705217391304348,0.011839483989298653,
571,Sebastopol-103 Morris Street            ,2020-03-07,0.0036782608695652176,0.011839483989298653,
572,San Jose-Knox Avenue                    ,2020-03-07,0.007460869565217391,0.011839483989298653,
573,Berkeley-Aquatic Park                   ,2020-03-07,0.0098,0.011839483989298653,
574,Napa-Valley College,2020-03-07,0.0016956521739130434,0.011839483989298653,
575,Pleasanton-Owens Ct                     ,2020-03-07,0.005026086956521739,0.011839483989298653,
576,Redwood City,2020-03-08,0.005400000000000001,0.011839483989298653,
577,San Francisco-Arkansas Street,2020-03-08,0.008052173913043477,0.011839483989298653,
578,Vallejo-304 Tuolumne Street,2020-03-08,0.010117391304347826,0.011839483989298653,
579,San Rafael,2020-03-08,0.00802608695652174,0.011839483989298653,
580,Concord-2956-A Treat Blvd,2020-03-08,0.006721739130434781,0.011839483989298653,
581,Oakland-9925 International Blvd,2020-03-08,0.007739130434782609,0.011839483989298653,
582,Livermore-793 Rincon Avenue,2020-03-08,0.0066956521739130435,0.011839483989298653,
583,San Jose-Jackson Street,2020-03-08,0.005404545454545454,0.011839483989298653,
584,San Pablo-Rumrill Blvd,2020-03-08,0.006822727272727273,0.011839483989298653,
585,Oakland-West,2020-03-08,0.009469565217391306,0.011839483989298653,
586,Oakland-Laney College                   ,2020-03-08,0.01056086956521739,0.011839483989298653,
587,Sebastopol-103 Morris Street            ,2020-03-08,0.005013043478260869,0.011839483989298653,
588,San Jose-Knox Avenue                    ,2020-03-08,0.008265217391304347,0.011839483989298653,
589,Berkeley-Aquatic Park                   ,2020-03-08,0.012843478260869566,0.011839483989298653,
590,Napa-Valley College,2020-03-08,0.005386956521739129,0.011839483989298653,
591,Pleasanton-Owens Ct                     ,2020-03-08,0.009308695652173911,0.011839483989298653,
592,Redwood City,2020-03-09,0.01081904761904762,0.011839483989298653,
593,San Francisco-Arkansas Street,2020-03-09,0.016860869565217394,0.011839483989298653,
594,Vallejo-304 Tuolumne Street,2020-03-09,0.012145454545454544,0.011839483989298653,
595,San Rafael,2020-03-09,0.01058695652173913,0.011839483989298653,
596,Concord-2956-A Treat Blvd,2020-03-09,0.0072478260869565225,0.011839483989298653,
597,Oakland-9925 International Blvd,2020-03-09,0.007952173913043476,0.011839483989298653,
598,Livermore-793 Rincon Avenue,2020-03-09,0.008995652173913044,0.011839483989298653,
599,San Jose-Jackson Street,2020-03-09,0.014113636363636363,0.011839483989298653,
600,San Pablo-Rumrill Blvd,2020-03-09,0.009904347826086958,0.011839483989298653,
601,Oakland-West,2020-03-09,0.016456521739130432,0.011839483989298653,
602,Oakland-Laney College                   ,2020-03-09,0.01607826086956522,0.011839483989298653,
603,Sebastopol-103 Morris Street            ,2020-03-09,0.006,0.011839483989298653,
604,San Jose-Knox Avenue                    ,2020-03-09,0.015956521739130435,0.011839483989298653,
605,Berkeley-Aquatic Park                   ,2020-03-09,0.0178,0.011839483989298653,
606,Napa-Valley College,2020-03-09,0.005291304347826088,0.011839483989298653,
607,Pleasanton-Owens Ct                     ,2020-03-09,0.016304347826086956,0.011839483989298653,
608,Redwood City,2020-03-10,0.010000000000000002,0.011839483989298653,
609,San Francisco-Arkansas Street,2020-03-10,0.011923809523809519,0.011839483989298653,
610,Vallejo-304 Tuolumne Street,2020-03-10,0.014940909090909093,0.011839483989298653,
611,San Rafael,2020-03-10,0.012758823529411767,0.011839483989298653,
612,Concord-2956-A Treat Blvd,2020-03-10,0.005940909090909091,0.011839483989298653,
613,Oakland-9925 International Blvd,2020-03-10,0.008695652173913044,0.011839483989298653,
614,Livermore-793 Rincon Avenue,2020-03-10,0.009843478260869567,0.011839483989298653,
615,San Jose-Jackson Street,2020-03-10,0.01446363636363636,0.011839483989298653,
616,San Pablo-Rumrill Blvd,2020-03-10,0.012439130434782605,0.011839483989298653,
617,Oakland-West,2020-03-10,0.016143478260869565,0.011839483989298653,
618,Oakland-Laney College                   ,2020-03-10,0.021004347826086955,0.011839483989298653,
619,Sebastopol-103 Morris Street            ,2020-03-10,0.005,0.011839483989298653,
620,San Jose-Knox Avenue                    ,2020-03-10,0.017886363636363638,0.011839483989298653,
621,Berkeley-Aquatic Park                   ,2020-03-10,0.023147826086956525,0.011839483989298653,
622,Napa-Valley College,2020-03-10,0.00971304347826087,0.011839483989298653,
623,Pleasanton-Owens Ct                     ,2020-03-10,0.016691304347826088,0.011839483989298653,
624,Redwood City,2020-03-11,0.009617391304347826,0.011839483989298653,
625,San Francisco-Arkansas Street,2020-03-11,0.010708695652173913,0.011839483989298653,
626,Vallejo-304 Tuolumne Street,2020-03-11,0.00798695652173913,0.011839483989298653,
627,San Rafael,2020-03-11,0.01021304347826087,0.011839483989298653,
628,Concord-2956-A Treat Blvd,2020-03-11,0.006343478260869565,0.011839483989298653,
629,Oakland-9925 International Blvd,2020-03-11,0.012082608695652175,0.011839483989298653,
630,Livermore-793 Rincon Avenue,2020-03-11,0.007852173913043478,0.011839483989298653,
631,San Jose-Jackson Street,2020-03-11,0.010245454545454542,0.011839483989298653,
632,San Pablo-Rumrill Blvd,2020-03-11,0.008569565217391304,0.011839483989298653,
633,Oakland-West,2020-03-11,0.01695217391304348,0.011839483989298653,
634,Oakland-Laney College                   ,2020-03-11,0.019004347826086957,0.011839483989298653,
635,Sebastopol-103 Morris Street            ,2020-03-11,0.004352173913043478,0.011839483989298653,
636,San Jose-Knox Avenue                    ,2020-03-11,0.014869565217391306,0.011839483989298653,
637,Berkeley-Aquatic Park                   ,2020-03-11,0.017145454545454544,0.011839483989298653,
638,Napa-Valley College,2020-03-11,0.006139130434782608,0.011839483989298653,
639,Pleasanton-Owens Ct                     ,2020-03-11,0.015229999999999997,0.011839483989298653,
640,Redwood City,2020-03-12,0.010043478260869567,0.011839483989298653,
641,San Francisco-Arkansas Street,2020-03-12,0.011273913043478257,0.011839483989298653,
642,Vallejo-304 Tuolumne Street,2020-03-12,0.006226086956521739,0.011839483989298653,
643,San Rafael,2020-03-12,0.009000000000000001,0.011839483989298653,
644,Concord-2956-A Treat Blvd,2020-03-12,0.006117391304347825,0.011839483989298653,
645,Oakland-9925 International Blvd,2020-03-12,0.012217391304347824,0.011839483989298653,
646,Livermore-793 Rincon Avenue,2020-03-12,0.010986956521739127,0.011839483989298653,
647,San Jose-Jackson Street,2020-03-12,0.012109090909090904,0.011839483989298653,
648,San Pablo-Rumrill Blvd,2020-03-12,0.007481818181818181,0.011839483989298653,
649,Oakland-West,2020-03-12,0.01583913043478261,0.011839483989298653,
650,Oakland-Laney College                   ,2020-03-12,0.019321739130434782,0.011839483989298653,
651,Sebastopol-103 Morris Street            ,2020-03-12,0.003391304347826087,0.011839483989298653,
652,San Jose-Knox Avenue                    ,2020-03-12,0.016757142857142856,0.011839483989298653,
653,Berkeley-Aquatic Park                   ,2020-03-12,0.014556521739130437,0.011839483989298653,
654,Napa-Valley College,2020-03-12,0.0058913043478260865,0.011839483989298653,
655,Pleasanton-Owens Ct                     ,2020-03-12,0.015152173913043477,0.011839483989298653,
656,Redwood City,2020-03-13,0.005813636363636363,0.011839483989298653,
657,San Francisco-Arkansas Street,2020-03-13,0.00560952380952381,0.011839483989298653,
658,Vallejo-304 Tuolumne Street,2020-03-13,0.002925,0.011839483989298653,
659,San Rafael,2020-03-13,0.0054909090909090906,0.011839483989298653,
660,Concord-2956-A Treat Blvd,2020-03-13,0.003317391304347826,0.011839483989298653,
661,Oakland-9925 International Blvd,2020-03-13,0.007000000000000003,0.011839483989298653,
662,Livermore-793 Rincon Avenue,2020-03-13,0.0069478260869565225,0.011839483989298653,
663,San Jose-Jackson Street,2020-03-13,0.0054,0.011839483989298653,
664,San Pablo-Rumrill Blvd,2020-03-13,0.0034826086956521733,0.011839483989298653,
665,Oakland-West,2020-03-13,0.008436363636363638,0.011839483989298653,
666,Oakland-Laney College                   ,2020-03-13,0.010608695652173913,0.011839483989298653,
667,Sebastopol-103 Morris Street            ,2020-03-13,0.0031695652173913034,0.011839483989298653,
668,San Jose-Knox Avenue                    ,2020-03-13,0.008952173913043477,0.011839483989298653,
669,Berkeley-Aquatic Park                   ,2020-03-13,0.012617391304347827,0.011839483989298653,
670,Napa-Valley College,2020-03-13,0.0017913043478260872,0.011839483989298653,
671,Pleasanton-Owens Ct                     ,2020-03-13,0.008943478260869567,0.011839483989298653,
672,Redwood City,2020-03-14,0.0017173913043478262,0.011839483989298653,
