,name,date,NOX,Pre-Shelter in place mean,Post-Shelter in place mean
26,Oakland-Laney College                   ,2020-02-02,0.012021739130434783,0.01818764397517645,
27,Sebastopol-103 Morris Street            ,2020-02-02,0.003926086956521738,0.01818764397517645,
28,San Jose-Knox Avenue                    ,2020-02-02,0.01090434782608696,0.01818764397517645,
29,Berkeley-Aquatic Park                   ,2020-02-02,0.013243478260869565,0.01818764397517645,
30,Napa-Valley College,2020-02-02,0.006017391304347824,0.01818764397517645,
31,Pleasanton-Owens Ct                     ,2020-02-02,0.009534782608695653,0.01818764397517645,
32,Redwood City,2020-02-03,0.01431304347826087,0.01818764397517645,
33,San Francisco-Arkansas Street,2020-02-03,0.008230434782608697,0.01818764397517645,
34,Vallejo-304 Tuolumne Street,2020-02-03,0.023573913043478258,0.01818764397517645,
35,San Rafael,2020-02-03,0.010104347826086954,0.01818764397517645,
36,Concord-2956-A Treat Blvd,2020-02-03,0.012747826086956522,0.01818764397517645,
37,Oakland-9925 International Blvd,2020-02-03,0.01268695652173913,0.01818764397517645,
38,Livermore-793 Rincon Avenue,2020-02-03,0.013334782608695651,0.01818764397517645,
39,San Jose-Jackson Street,2020-02-03,0.025336842105263158,0.01818764397517645,
40,San Pablo-Rumrill Blvd,2020-02-03,0.0028608695652173914,0.01818764397517645,
41,Oakland-West,2020-02-03,0.008617391304347827,0.01818764397517645,
42,Oakland-Laney College                   ,2020-02-03,0.007395652173913044,0.01818764397517645,
43,Sebastopol-103 Morris Street            ,2020-02-03,0.009065217391304347,0.01818764397517645,
44,San Jose-Knox Avenue                    ,2020-02-03,0.02541304347826087,0.01818764397517645,
45,Berkeley-Aquatic Park                   ,2020-02-03,0.020104761904761903,0.01818764397517645,
46,Napa-Valley College,2020-02-03,0.011443478260869566,0.01818764397517645,
47,Pleasanton-Owens Ct                     ,2020-02-03,0.025534782608695655,0.01818764397517645,
48,Redwood City,2020-02-04,0.014543478260869566,0.01818764397517645,
49,San Francisco-Arkansas Street,2020-02-04,0.01558695652173913,0.01818764397517645,
50,Vallejo-304 Tuolumne Street,2020-02-04,0.021139130434782608,0.01818764397517645,
51,San Rafael,2020-02-04,0.016726086956521734,0.01818764397517645,
52,Concord-2956-A Treat Blvd,2020-02-04,0.01929565217391304,0.01818764397517645,
53,Oakland-9925 International Blvd,2020-02-04,0.017108695652173912,0.01818764397517645,
54,Livermore-793 Rincon Avenue,2020-02-04,0.009465217391304348,0.01818764397517645,
55,San Jose-Jackson Street,2020-02-04,0.02107894736842105,0.01818764397517645,
56,San Pablo-Rumrill Blvd,2020-02-04,0.009808695652173915,0.01818764397517645,
57,Oakland-West,2020-02-04,0.024913043478260868,0.01818764397517645,
58,Oakland-Laney College                   ,2020-02-04,0.022847826086956523,0.01818764397517645,
59,Sebastopol-103 Morris Street            ,2020-02-04,0.008418181818181818,0.01818764397517645,
60,San Jose-Knox Avenue                    ,2020-02-04,0.02040869565217391,0.01818764397517645,
61,Berkeley-Aquatic Park                   ,2020-02-04,0.031239130434782606,0.01818764397517645,
62,Napa-Valley College,2020-02-04,0.008538095238095239,0.01818764397517645,
63,Pleasanton-Owens Ct                     ,2020-02-04,0.03464444444444445,0.01818764397517645,
64,Redwood City,2020-02-05,0.03798695652173912,0.01818764397517645,
65,San Francisco-Arkansas Street,2020-02-05,0.03367826086956522,0.01818764397517645,
66,Vallejo-304 Tuolumne Street,2020-02-05,0.0508,0.01818764397517645,
67,San Rafael,2020-02-05,0.03111739130434783,0.01818764397517645,
68,Concord-2956-A Treat Blvd,2020-02-05,0.023673913043478264,0.01818764397517645,
69,Oakland-9925 International Blvd,2020-02-05,0.028578260869565216,0.01818764397517645,
